seqnames1	start1	end1	seqnames2	start2	end2	name	selected_anch1	selected_anch2	loop_class	celltype
chr6	26033391	26034391	chr6	26198552	26199552	chr6_26033891_26199052	promoter	promoter	P-P	HCT116
chr6	26158349	26159349	chr6	26188768	26189768	chr6_26158849_26189268	enhancer	promoter	E-P	HCT116
chr6	27281002	27282002	chr6	27809709	27810709	chr6_27281502_27810209	enhancer	promoter	E-P	HCT116
chr6	27149747	27150747	chr6	27686340	27687340	chr6_27150247_27686840	enhancer	enhancer	E-E	HCT116
chr6	27162383	27163383	chr6	27671336	27672336	chr6_27162883_27671836	enhancer	enhancer	E-E	HCT116
chr6	27279540	27280540	chr6	27792894	27793894	chr6_27280040_27793394	enhancer	NA	E/P-other	HCT116
chr6	27176597	27177597	chr6	27594734	27595734	chr6_27177097_27595234	enhancer	NA	E/P-other	HCT116
chr6	27162383	27163383	chr6	27594734	27595734	chr6_27162883_27595234	enhancer	NA	E/P-other	HCT116
chr6	27149747	27150747	chr6	27693448	27694448	chr6_27150247_27693948	enhancer	promoter	E-P	HCT116
chr6	27177387	27178387	chr6	27672915	27673915	chr6_27177887_27673415	enhancer	enhancer	E-E	HCT116
chr6	27176597	27177597	chr6	27547351	27548351	chr6_27177097_27547851	enhancer	enhancer	E-E	HCT116
chr6	27147649	27148649	chr6	27473059	27474059	chr6_27148149_27473559	promoter	promoter	P-P	HCT116
chr6	27236885	27237885	chr6	27594610	27595610	chr6_27237385_27595110	enhancer	NA	E/P-other	HCT116
chr6	27236518	27237518	chr6	27545402	27546402	chr6_27237018_27545902	enhancer	enhancer	E-E	HCT116
chr6	27231009	27232009	chr6	27545402	27546402	chr6_27231509_27545902	enhancer	enhancer	E-E	HCT116
chr6	27147282	27148282	chr6	27502436	27503436	chr6_27147782_27502936	promoter	enhancer	E-P	HCT116
chr6	27231376	27232376	chr6	27532549	27533549	chr6_27231876_27533049	enhancer	enhancer	E-E	HCT116
chr6	27236518	27237518	chr6	27503171	27504171	chr6_27237018_27503671	enhancer	enhancer	E-E	HCT116
chr6	27162338	27163338	chr6	27473059	27474059	chr6_27162838_27473559	enhancer	promoter	E-P	HCT116
chr6	27231068	27232068	chr6	27672180	27673180	chr6_27231568_27672680	enhancer	enhancer	E-E	HCT116
chr6	27237166	27238166	chr6	27685301	27686301	chr6_27237666_27685801	enhancer	NA	E/P-other	HCT116
chr6	27178129	27179129	chr6	27473059	27474059	chr6_27178629_27473559	enhancer	promoter	E-P	HCT116
chr6	27230642	27231642	chr6	27594242	27595242	chr6_27231142_27594742	enhancer	NA	E/P-other	HCT116
chr6	27231009	27232009	chr6	27503538	27504538	chr6_27231509_27504038	enhancer	enhancer	E-E	HCT116
chr6	27177027	27178027	chr6	27518962	27519962	chr6_27177527_27519462	enhancer	promoter	E-P	HCT116
chr6	27230883	27231883	chr6	27685670	27686670	chr6_27231383_27686170	enhancer	NA	E/P-other	HCT116
chr6	27237166	27238166	chr6	27693432	27694432	chr6_27237666_27693932	enhancer	promoter	E-P	HCT116
chr6	27177395	27178395	chr6	27502436	27503436	chr6_27177895_27502936	enhancer	enhancer	E-E	HCT116
chr6	27231068	27232068	chr6	27693617	27694617	chr6_27231568_27694117	enhancer	promoter	E-P	HCT116
chr6	27231376	27232376	chr6	27518594	27519594	chr6_27231876_27519094	enhancer	promoter	E-P	HCT116
chr6	27133487	27134487	chr6	27692124	27693124	chr6_27133987_27692624	enhancer	NA	E/P-other	HCT116
chr6	27132622	27133622	chr6	27474154	27475154	chr6_27133122_27474654	promoter	NA	E/P-other	HCT116
chr6	27177395	27178395	chr6	27478931	27479931	chr6_27177895_27479431	enhancer	enhancer	E-E	HCT116
chr6	27147331	27148331	chr6	27478931	27479931	chr6_27147831_27479431	promoter	enhancer	E-P	HCT116
chr6	27162363	27163363	chr6	27478446	27479446	chr6_27162863_27478946	enhancer	enhancer	E-E	HCT116
chr6	27281232	27282232	chr6	27479618	27480618	chr6_27281732_27480118	enhancer	enhancer	E-E	HCT116
chr6	27177711	27178711	chr6	27793480	27794480	chr6_27178211_27793980	enhancer	NA	E/P-other	HCT116
chr6	27811203	27812203	chr6	27902524	27903524	chr6_27811703_27903024	enhancer	enhancer	E-E	HCT116
chr6	27280396	27281396	chr6	27503026	27504026	chr6_27280896_27503526	enhancer	enhancer	E-E	HCT116
chr6	27236925	27237925	chr6	27479618	27480618	chr6_27237425_27480118	enhancer	enhancer	E-E	HCT116
chr6	26286427	26287427	chr6	26520351	26521351	chr6_26286927_26520851	enhancer	enhancer	E-E	HCT116
chr6	27236925	27237925	chr6	27472930	27473930	chr6_27237425_27473430	enhancer	promoter	E-P	HCT116
chr6	26285983	26286983	chr6	26595814	26596814	chr6_26286483_26596314	enhancer	promoter	E-P	HCT116
chr6	26538048	26539048	chr6	26570054	26571054	chr6_26538548_26570554	promoter	enhancer	E-P	HCT116
chr6	27547557	27548557	chr6	27692981	27693981	chr6_27548057_27693481	enhancer	promoter	E-P	HCT116
chr6	27604153	27605153	chr6	27893986	27894986	chr6_27604653_27894486	enhancer	enhancer	E-E	HCT116
chr6	27687400	27688400	chr6	27903057	27904057	chr6_27687900_27903557	enhancer	enhancer	E-E	HCT116
chr6	27795194	27796194	chr6	27903057	27904057	chr6_27795694_27903557	enhancer	enhancer	E-E	HCT116
chr6	27231073	27232073	chr6	27479200	27480200	chr6_27231573_27479700	enhancer	enhancer	E-E	HCT116
chr6	26286427	26287427	chr6	26538033	26539033	chr6_26286927_26538533	enhancer	promoter	E-P	HCT116
chr6	27296280	27297280	chr6	27472930	27473930	chr6_27296780_27473430	enhancer	promoter	E-P	HCT116
chr6	26321757	26322757	chr6	26554451	26555451	chr6_26322257_26554951	promoter	enhancer	E-P	HCT116
chr6	26296045	26297045	chr6	26595814	26596814	chr6_26296545_26596314	enhancer	promoter	E-P	HCT116
chr6	27617491	27618491	chr6	27693374	27694374	chr6_27617991_27693874	enhancer	promoter	E-P	HCT116
chr6	27519269	27520269	chr6	27793954	27794954	chr6_27519769_27794454	promoter	NA	E/P-other	HCT116
chr6	26322316	26323316	chr6	26595814	26596814	chr6_26322816_26596314	promoter	promoter	P-P	HCT116
chr6	27838418	27839418	chr6	27902524	27903524	chr6_27838918_27903024	promoter	enhancer	E-P	HCT116
chr6	27693803	27694803	chr6	27893986	27894986	chr6_27694303_27894486	promoter	enhancer	E-P	HCT116
chr6	27548122	27549122	chr6	27893452	27894452	chr6_27548622_27893952	enhancer	promoter	E-P	HCT116
chr6	27687400	27688400	chr6	27893452	27894452	chr6_27687900_27893952	enhancer	promoter	E-P	HCT116
chr6	27147789	27148789	chr6	27794168	27795168	chr6_27148289_27794668	enhancer	NA	E/P-other	HCT116
chr6	27618028	27619028	chr6	27903057	27904057	chr6_27618528_27903557	enhancer	enhancer	E-E	HCT116
chr6	27281232	27282232	chr6	27472512	27473512	chr6_27281732_27473012	enhancer	promoter	E-P	HCT116
chr6	27617491	27618491	chr6	27685909	27686909	chr6_27617991_27686409	enhancer	NA	E/P-other	HCT116
chr6	26474352	26475352	chr6	26594137	26595137	chr6_26474852_26594637	enhancer	enhancer	E-E	HCT116
chr6	26538048	26539048	chr6	26554165	26555165	chr6_26538548_26554665	promoter	enhancer	E-P	HCT116
chr6	27231073	27232073	chr6	27472930	27473930	chr6_27231573_27473430	enhancer	promoter	E-P	HCT116
chr6	26536955	26537955	chr6	26594696	26595696	chr6_26537455_26595196	enhancer	enhancer	E-E	HCT116
chr6	26521304	26522304	chr6	26595255	26596255	chr6_26521804_26595755	enhancer	enhancer	E-E	HCT116
chr6	27593109	27594109	chr6	27671547	27672547	chr6_27593609_27672047	enhancer	enhancer	E-E	HCT116
chr6	27618030	27619030	chr6	27753088	27754088	chr6_27618530_27753588	enhancer	enhancer	E-E	HCT116
chr6	27477878	27478878	chr6	27794155	27795155	chr6_27478378_27794655	enhancer	NA	E/P-other	HCT116
chr6	27478826	27479826	chr6	27811233	27812233	chr6_27479326_27811733	enhancer	enhancer	E-E	HCT116
chr6	27608642	27609642	chr6	27753050	27754050	chr6_27609142_27753550	enhancer	enhancer	E-E	HCT116
chr6	28080741	28081741	chr6	28349936	28350936	chr6_28081241_28350436	promoter	promoter	P-P	HCT116
chr6	26032630	26033630	chr6	26157371	26158371	chr6_26033130_26157871	promoter	promoter	P-P	HCT116
chr6	26026777	26027777	chr6	26120063	26121063	chr6_26027277_26120563	promoter	enhancer	E-P	HCT116
chr6	27601690	27602690	chr6	27753050	27754050	chr6_27602190_27753550	enhancer	enhancer	E-E	HCT116
chr6	28080741	28081741	chr6	28253266	28254266	chr6_28081241_28253766	promoter	NA	E/P-other	HCT116
chr6	27236825	27237825	chr6	27604097	27605097	chr6_27237325_27604597	enhancer	NA	E/P-other	HCT116
chr6	28225351	28226351	chr6	28267382	28268382	chr6_28225851_28267882	promoter	promoter	P-P	HCT116
chr6	26205712	26206712	chr6	26304872	26305872	chr6_26206212_26305372	enhancer	enhancer	E-E	HCT116
chr6	27230595	27231595	chr6	27618338	27619338	chr6_27231095_27618838	enhancer	enhancer	E-E	HCT116
chr6	26020925	26021925	chr6	26120063	26121063	chr6_26021425_26120563	promoter	enhancer	E-P	HCT116
chr6	26026046	26027046	chr6	26055321	26056321	chr6_26026546_26055821	promoter	promoter	P-P	HCT116
chr6	26124804	26125804	chr6	26224308	26225308	chr6_26125304_26224808	enhancer	promoter	E-P	HCT116
chr6	28124904	28125904	chr6	28267523	28268523	chr6_28125404_28268023	enhancer	enhancer	E-E	HCT116
chr6	26020925	26021925	chr6	26157371	26158371	chr6_26021425_26157871	promoter	promoter	P-P	HCT116
chr6	28225351	28226351	chr6	28251794	28252794	chr6_28225851_28252294	promoter	promoter	P-P	HCT116
chr6	28124556	28125556	chr6	28349588	28350588	chr6_28125056_28350088	promoter	promoter	P-P	HCT116
chr6	26158090	26159090	chr6	26198704	26199704	chr6_26158590_26199204	promoter	promoter	P-P	HCT116
chr6	26054210	26055210	chr6	26223576	26224576	chr6_26054710_26224076	enhancer	promoter	E-P	HCT116
chr6	26172720	26173720	chr6	26224308	26225308	chr6_26173220_26224808	promoter	promoter	P-P	HCT116
chr6	27279993	27280993	chr6	27519541	27520541	chr6_27280493_27520041	enhancer	promoter	E-P	HCT116
chr6	26020925	26021925	chr6	26055321	26056321	chr6_26021425_26055821	promoter	promoter	P-P	HCT116
chr6	26032996	26033996	chr6	26120063	26121063	chr6_26033496_26120563	promoter	enhancer	E-P	HCT116
chr6	26032630	26033630	chr6	26223942	26224942	chr6_26033130_26224442	promoter	promoter	P-P	HCT116
chr6	27236825	27237825	chr6	27618338	27619338	chr6_27237325_27618838	enhancer	enhancer	E-E	HCT116
chr6	28080376	28081376	chr6	28123530	28124530	chr6_28080876_28124030	promoter	promoter	P-P	HCT116
chr6	28124014	28125014	chr6	28141955	28142955	chr6_28124514_28142455	promoter	promoter	P-P	HCT116
chr6	27251066	27252066	chr6	27671296	27672296	chr6_27251566_27671796	enhancer	enhancer	E-E	HCT116
chr6	27296459	27297459	chr6	27673076	27674076	chr6_27296959_27673576	enhancer	NA	E/P-other	HCT116
chr6	27333397	27334397	chr6	27518206	27519206	chr6_27333897_27518706	enhancer	enhancer	E-E	HCT116
chr6	26223216	26224216	chr6	26312828	26313828	chr6_26223716_26313328	promoter	enhancer	E-P	HCT116
chr6	27230595	27231595	chr6	27604097	27605097	chr6_27231095_27604597	enhancer	NA	E/P-other	HCT116
chr6	26020925	26021925	chr6	26223942	26224942	chr6_26021425_26224442	promoter	promoter	P-P	HCT116
chr6	26157724	26158724	chr6	26224308	26225308	chr6_26158224_26224808	promoter	promoter	P-P	HCT116
chr6	26158821	26159821	chr6	26172002	26173002	chr6_26159321_26172502	enhancer	promoter	E-P	HCT116
chr6	27251066	27252066	chr6	27685537	27686537	chr6_27251566_27686037	enhancer	NA	E/P-other	HCT116
chr6	26032996	26033996	chr6	26055321	26056321	chr6_26033496_26055821	promoter	promoter	P-P	HCT116
chr6	26157973	26158973	chr6	26312431	26313431	chr6_26158473_26312931	promoter	enhancer	E-P	HCT116
chr6	26188374	26189374	chr6	26224363	26225363	chr6_26188874_26224863	promoter	promoter	P-P	HCT116
chr6	26204948	26205948	chr6	26223634	26224634	chr6_26205448_26224134	enhancer	promoter	E-P	HCT116
chr6	26330785	26331785	chr6	27475686	27476686	chr6_26331285_27476186	promoter	NA	E/P-other	HCT116
chr6	26330785	26331785	chr6	27809399	27810399	chr6_26331285_27809899	promoter	promoter	P-P	HCT116
chr6	26309248	26310248	chr6	27544913	27545913	chr6_26309748_27545413	enhancer	enhancer	E-E	HCT116
chr6	26310387	26311387	chr6	27811522	27812522	chr6_26310887_27812022	enhancer	enhancer	E-E	HCT116
chr19	36127980	36128980	chr19	36169945	36170945	chr19_36128480_36170445	enhancer	CTCF	E/P-other	HCT116
chr19	38728904	38729904	chr19	38935627	38936627	chr19_38729404_38936127	enhancer	NA	E/P-other	HCT116
chr19	38402434	38403434	chr19	38885733	38886733	chr19_38402934_38886233	promoter	NA	E/P-other	HCT116
chr19	37905259	37906259	chr19	38224089	38225089	chr19_37905759_38224589	enhancer	promoter	E-P	HCT116
chr19	38244059	38245059	chr19	38334948	38335948	chr19_38244559_38335448	enhancer	promoter	E-P	HCT116
chr19	39122300	39123300	chr19	39186791	39187791	chr19_39122800_39187291	enhancer	CTCF	E/P-other	HCT116
chr19	38402237	38403237	chr19	38929976	38930976	chr19_38402737_38930476	promoter	promoter	P-P	HCT116
chr19	38264639	38265639	chr19	38302310	38303310	chr19_38265139_38302810	enhancer	NA	E/P-other	HCT116
chr19	39110181	39111181	chr19	39186057	39187057	chr19_39110681_39186557	enhancer	NA	E/P-other	HCT116
chr19	39111307	39112307	chr19	39327009	39328009	chr19_39111807_39327509	enhancer	NA	E/P-other	HCT116
chr19	38243094	38244094	chr19	38374500	38375500	chr19_38243594_38375000	enhancer	promoter	E-P	HCT116
chr19	36127434	36128434	chr19	36170342	36171342	chr19_36127934_36170842	enhancer	CTCF	E/P-other	HCT116
chr19	39111270	39112270	chr19	39409009	39410009	chr19_39111770_39409509	enhancer	promoter	E-P	HCT116
chr19	38336017	38337017	chr19	38374011	38375011	chr19_38336517_38374511	enhancer	promoter	E-P	HCT116
chr19	38544029	38545029	chr19	38634042	38635042	chr19_38544529_38634542	enhancer	enhancer	E-E	HCT116
chr3	118883500	118884500	chr3	119240500	119241500	chr3_118884000_119241000	NA	promoter	E/P-other	HCT116
chr3	119144500	119145500	chr3	119240500	119241500	chr3_119145000_119241000	CTCF	promoter	E/P-other	HCT116
chr3	119249500	119250500	chr3	119676500	119677500	chr3_119250000_119677000	NA	promoter	E/P-other	HCT116
chr3	119293500	119294500	chr3	119462500	119463500	chr3_119294000_119463000	promoter	enhancer	E-P	HCT116
chr3	119293500	119294500	chr3	119497500	119498500	chr3_119294000_119498000	promoter	promoter	P-P	HCT116
chr3	119463500	119464500	chr3	119497500	119498500	chr3_119464000_119498000	promoter	promoter	P-P	HCT116
chr3	119467500	119468500	chr3	119676500	119677500	chr3_119468000_119677000	NA	promoter	E/P-other	HCT116
chr3	119578500	119579500	chr3	119676500	119677500	chr3_119579000_119677000	promoter	promoter	P-P	HCT116
chr3	119820500	119821500	chr3	120558500	120559500	chr3_119821000_120559000	CTCF	enhancer	E/P-other	HCT116
chr3	119820500	119821500	chr3	120145500	120146500	chr3_119821000_120146000	CTCF	enhancer	E/P-other	HCT116
chr3	119891500	119892500	chr3	120416500	120417500	chr3_119892000_120417000	CTCF	enhancer	E/P-other	HCT116
chr3	119891500	119892500	chr3	120558500	120559500	chr3_119892000_120559000	CTCF	enhancer	E/P-other	HCT116
chr3	119892500	119893500	chr3	120145500	120146500	chr3_119893000_120146000	NA	enhancer	E/P-other	HCT116
chr3	119900500	119901500	chr3	120349500	120350500	chr3_119901000_120350000	NA	promoter	E/P-other	HCT116
chr3	119982500	119983500	chr3	120094500	120095500	chr3_119983000_120095000	NA	promoter	E/P-other	HCT116
chr3	120039500	120040500	chr3	120416500	120417500	chr3_120040000_120417000	CTCF	enhancer	E/P-other	HCT116
chr3	120093500	120094500	chr3	120622500	120623500	chr3_120094000_120623000	promoter	enhancer	E-P	HCT116
chr3	120093500	120094500	chr3	120305500	120306500	chr3_120094000_120306000	promoter	enhancer	E-P	HCT116
chr3	120093500	120094500	chr3	120558500	120559500	chr3_120094000_120559000	promoter	enhancer	E-P	HCT116
chr3	120243500	120244500	chr3	120558500	120559500	chr3_120244000_120559000	CTCF	enhancer	E/P-other	HCT116
chr3	120243500	120244500	chr3	120416500	120417500	chr3_120244000_120417000	CTCF	enhancer	E/P-other	HCT116
chr3	120244500	120245500	chr3	120349500	120350500	chr3_120245000_120350000	CTCF	promoter	E/P-other	HCT116
chr3	120468500	120469500	chr3	120558500	120559500	chr3_120469000_120559000	NA	enhancer	E/P-other	HCT116
chr3	120621500	120622500	chr3	120741500	120742500	chr3_120622000_120742000	NA	promoter	E/P-other	HCT116
chr4	182809500	182810500	chr4	183261500	183262500	chr4_182810000_183262000	CTCF	enhancer	E/P-other	HCT116
chr4	182864500	182865500	chr4	183261500	183262500	chr4_182865000_183262000	NA	enhancer	E/P-other	HCT116
chr4	182925500	182926500	chr4	183261500	183262500	chr4_182926000_183262000	CTCF	enhancer	E/P-other	HCT116
chr4	182937500	182938500	chr4	183261500	183262500	chr4_182938000_183262000	CTCF	enhancer	E/P-other	HCT116
chr4	182937500	182938500	chr4	183333500	183334500	chr4_182938000_183334000	CTCF	enhancer	E/P-other	HCT116
chr4	182999500	183000500	chr4	183097500	183098500	chr4_183000000_183098000	NA	enhancer	E/P-other	HCT116
chr4	183181500	183182500	chr4	183240500	183241500	chr4_183182000_183241000	NA	enhancer	E/P-other	HCT116
chr4	183395500	183396500	chr4	183503500	183504500	chr4_183396000_183504000	NA	promoter	E/P-other	HCT116
chr4	183400500	183401500	chr4	183504500	183505500	chr4_183401000_183505000	NA	promoter	E/P-other	HCT116
chr4	183406500	183407500	chr4	183504500	183505500	chr4_183407000_183505000	CTCF	promoter	E/P-other	HCT116
chr4	183442500	183443500	chr4	183503500	183504500	chr4_183443000_183504000	NA	promoter	E/P-other	HCT116
chr4	183470500	183471500	chr4	183504500	183505500	chr4_183471000_183505000	NA	promoter	E/P-other	HCT116
chr4	183470500	183471500	chr4	183658500	183659500	chr4_183471000_183659000	NA	promoter	E/P-other	HCT116
chr4	183841500	183842500	chr4	183987500	183988500	chr4_183842000_183988000	NA	promoter	E/P-other	HCT116
chr6	29704500	29705500	chr6	29752500	29753500	chr6_29705000_29753000	NA	promoter	E/P-other	HCT116
chr6	29705500	29706500	chr6	29966500	29967500	chr6_29706000_29967000	CTCF	enhancer	E/P-other	HCT116
chr6	29722500	29723500	chr6	29965500	29966500	chr6_29723000_29966000	promoter	enhancer	E-P	HCT116
chr6	29722500	29723500	chr6	30102500	30103500	chr6_29723000_30103000	promoter	enhancer	E-P	HCT116
chr6	29722500	29723500	chr6	30212500	30213500	chr6_29723000_30213000	promoter	promoter	P-P	HCT116
chr6	29738500	29739500	chr6	29966500	29967500	chr6_29739000_29967000	NA	enhancer	E/P-other	HCT116
chr6	29747500	29748500	chr6	29966500	29967500	chr6_29748000_29967000	NA	enhancer	E/P-other	HCT116
chr6	29758500	29759500	chr6	30325500	30326500	chr6_29759000_30326000	NA	promoter	E/P-other	HCT116
chr6	29846500	29847500	chr6	30101500	30102500	chr6_29847000_30102000	NA	enhancer	E/P-other	HCT116
chr6	29924500	29925500	chr6	29965500	29966500	chr6_29925000_29966000	NA	enhancer	E/P-other	HCT116
chr6	29941500	29942500	chr6	29964500	29965500	chr6_29942000_29965000	promoter	enhancer	E-P	HCT116
chr6	29953500	29954500	chr6	29964500	29965500	chr6_29954000_29965000	NA	enhancer	E/P-other	HCT116
chr6	29953500	29954500	chr6	30212500	30213500	chr6_29954000_30213000	NA	promoter	E/P-other	HCT116
chr6	29975500	29976500	chr6	31494500	31495500	chr6_29976000_31495000	NA	enhancer	E/P-other	HCT116
chr6	30060500	30061500	chr6	30212500	30213500	chr6_30061000_30213000	promoter	promoter	P-P	HCT116
chr6	30061500	30062500	chr6	30101500	30102500	chr6_30062000_30102000	promoter	enhancer	E-P	HCT116
chr6	30065500	30066500	chr6	30325500	30326500	chr6_30066000_30326000	NA	promoter	E/P-other	HCT116
chr6	30065500	30066500	chr6	30101500	30102500	chr6_30066000_30102000	NA	enhancer	E/P-other	HCT116
chr6	30065500	30066500	chr6	30344500	30345500	chr6_30066000_30345000	NA	promoter	E/P-other	HCT116
chr6	30066500	30067500	chr6	30212500	30213500	chr6_30067000_30213000	promoter	promoter	P-P	HCT116
chr6	30066500	30067500	chr6	30555500	30556500	chr6_30067000_30556000	promoter	enhancer	E-P	HCT116
chr6	30066500	30067500	chr6	30155500	30156500	chr6_30067000_30156000	promoter	enhancer	E-P	HCT116
chr6	30161500	30162500	chr6	30325500	30326500	chr6_30162000_30326000	NA	promoter	E/P-other	HCT116
chr6	30162500	30163500	chr6	30212500	30213500	chr6_30163000_30213000	promoter	promoter	P-P	HCT116
chr6	30219500	30220500	chr6	30345500	30346500	chr6_30220000_30346000	CTCF	enhancer	E/P-other	HCT116
chr6	30356500	30357500	chr6	30596500	30597500	chr6_30357000_30597000	NA	enhancer	E/P-other	HCT116
chr6	30410500	30411500	chr6	30557500	30558500	chr6_30411000_30558000	NA	enhancer	E/P-other	HCT116
chr6	30453500	30454500	chr6	30721500	30722500	chr6_30454000_30722000	CTCF	promoter	E/P-other	HCT116
chr6	30453500	30454500	chr6	30555500	30556500	chr6_30454000_30556000	CTCF	enhancer	E/P-other	HCT116
